"Avg_Cost","SubItemType_C","nrOfFloors","Construction_Material_C","Item_Type_C","FloorsType_C","Floors_No","floodvulnerability","windvulnerability","postcode_coast_flg","postcode_alt_mean","postcode_slo_mean","postcode_rgh_mean","Building_Age","log_postcode_area","log_postcode_perimeter","log_postcode_coast_len"
391.02,1,0,1,1,2,1,"3","2",2,138.14,7.057,66.436,19,16.4305022623201,10.4610727087051,9.63292477189174
591.02,1,0,1,1,2,1,"3","2",2,138.14,7.057,66.436,19,16.4305022623201,10.4610727087051,9.63292477189174
584.72,2,0,1,3,1,1,"3","2",2,138.14,7.057,66.436,58,16.4305022623201,10.4610727087051,9.63292477189174
291.76,1,0,1,1,2,1,"3","2",2,138.14,7.057,66.436,20,16.4305022623201,10.4610727087051,9.63292477189174
2891.76,1,0,1,1,1,3,"3","2",2,138.14,7.057,66.436,17,16.4305022623201,10.4610727087051,9.63292477189174
1136.4,1,2,1,1,1,1,"3","2",2,24.791,2.92,26.905,63,15.5939130519765,10.3534479005308,10.195895938352
91.76,2,0,1,1,1,1,"3","2",2,85.882,4.449,40.595,40,16.7396652475381,10.2587114442075,8.79649020733358
1029.04,1,0,1,3,1,3,"3","2",2,85.882,4.449,40.595,32,16.7396652475381,10.2587114442075,8.79649020733358
282.72,2,1,1,3,1,1,"3","2",2,85.882,4.449,40.595,37,16.7396652475381,10.2587114442075,8.79649020733358
1555.2,1,0,1,1,2,1,"3","2",2,85.882,4.449,40.595,37,16.7396652475381,10.2587114442075,8.79649020733358
941.76,1,0,1,1,2,1,"3","2",2,94.229,3.89,36.753,40,16.0336832935893,9.84017494632436,8.6960086088809
151,1,0,1,3,2,1,"3","2",2,94.229,3.89,36.753,44,16.0336832935893,9.84017494632436,8.6960086088809
135.88,1,0,1,1,2,1,"3","2",2,94.229,3.89,36.753,25,16.0336832935893,9.84017494632436,8.6960086088809
241.76,1,0,1,1,2,1,"3","2",2,94.229,3.89,36.753,25,16.0336832935893,9.84017494632436,8.6960086088809
203.4,1,4,1,1,2,1,"3","2",2,94.229,3.89,36.753,40,16.0336832935893,9.84017494632436,8.6960086088809
6151.57,1,2,1,1,1,1,"3","2",2,94.229,3.89,36.753,62,16.0336832935893,9.84017494632436,8.6960086088809
311.76,1,2,1,1,1,1,"3","2",2,94.229,3.89,36.753,21,16.0336832935893,9.84017494632436,8.6960086088809
1345.88,1,4,1,1,2,2,"3","2",2,94.229,3.89,36.753,13,16.0336832935893,9.84017494632436,8.6960086088809
601.825,1,3,1,1,1,1,"3","2",2,94.229,3.89,36.753,36,16.0336832935893,9.84017494632436,8.6960086088809
303.8,1,3,1,1,1,3,"3","2",2,94.229,3.89,36.753,37,16.0336832935893,9.84017494632436,8.6960086088809
850,1,1,1,1,1,1,"3","2",2,94.229,3.89,36.753,40,16.0336832935893,9.84017494632436,8.6960086088809
355.86,1,3,1,1,1,2,"3","2",2,94.229,3.89,36.753,33,16.0336832935893,9.84017494632436,8.6960086088809
611.4,2,0,1,1,2,2,"3","2",2,94.229,3.89,36.753,31,16.0336832935893,9.84017494632436,8.6960086088809
86.1,1,0,1,1,2,1,"3","2",2,94.229,3.89,36.753,15,16.0336832935893,9.84017494632436,8.6960086088809
300,1,0,1,1,2,1,"3","2",2,94.229,3.89,36.753,26,16.0336832935893,9.84017494632436,8.6960086088809
6451,2,0,1,1,2,1,"3","2",2,94.229,3.89,36.753,26,16.0336832935893,9.84017494632436,8.6960086088809
1451.94,1,0,1,1,2,2,"3","2",2,94.229,3.89,36.753,31,16.0336832935893,9.84017494632436,8.6960086088809
251.05,1,0,1,1,1,2,"3","2",2,94.229,3.89,36.753,18,16.0336832935893,9.84017494632436,8.6960086088809
446.81,1,0,1,1,1,2,"3","2",2,94.229,3.89,36.753,9,16.0336832935893,9.84017494632436,8.6960086088809
501.76,1,0,1,1,2,2,"3","2",2,94.229,3.89,36.753,31,16.0336832935893,9.84017494632436,8.6960086088809
261.02,1,0,1,1,2,1,"3","2",2,128.872,6.275,54.281,28,15.8604086609686,9.52156805800298,7.5522372875608
132.06,1,0,1,1,2,1,"3","2",2,128.872,6.275,54.281,48,15.8604086609686,9.52156805800298,7.5522372875608
500,1,0,1,1,2,1,"3","2",2,128.872,6.275,54.281,48,15.8604086609686,9.52156805800298,7.5522372875608
2835.11,1,3,1,1,1,4,"3","2",2,128.872,6.275,54.281,37,15.8604086609686,9.52156805800298,7.5522372875608
286.8,1,0,1,1,2,1,"3","2",2,128.872,6.275,54.281,42,15.8604086609686,9.52156805800298,7.5522372875608
1052.8,1,0,1,1,2,1,"3","2",2,128.872,6.275,54.281,42,15.8604086609686,9.52156805800298,7.5522372875608
391.76,1,0,1,1,2,1,"3","2",2,128.872,6.275,54.281,42,15.8604086609686,9.52156805800298,7.5522372875608
136.4,1,0,1,3,1,2,"3","2",2,128.872,6.275,54.281,27,15.8604086609686,9.52156805800298,7.5522372875608
573.6,1,0,1,1,2,1,"3","2",2,128.872,6.275,54.281,35,15.8604086609686,9.52156805800298,7.5522372875608
650.78,1,0,1,1,1,1,"3","2",2,128.872,6.275,54.281,52,15.8604086609686,9.52156805800298,7.5522372875608
736.8,1,4,1,1,2,1,"3","2",2,128.872,6.275,54.281,39,15.8604086609686,9.52156805800298,7.5522372875608
86.8,1,0,1,1,2,1,"3","2",2,128.872,6.275,54.281,25,15.8604086609686,9.52156805800298,7.5522372875608
631.8,1,0,1,1,2,1,"3","2",2,128.872,6.275,54.281,25,15.8604086609686,9.52156805800298,7.5522372875608
555.3,1,0,1,1,2,1,"4","3",2,24.018,1.5,14.496,34,15.3115047064701,9.41001056710475,8.70400465348304
241.76,1,0,1,1,2,1,"4","3",2,24.018,1.5,14.496,34,15.3115047064701,9.41001056710475,8.70400465348304
91.76,1,3,1,1,1,1,"4","3",2,24.018,1.5,14.496,27,15.3115047064701,9.41001056710475,8.70400465348304
321.76,1,5,1,1,2,2,"4","3",2,24.018,1.5,14.496,21,15.3115047064701,9.41001056710475,8.70400465348304
418.2,1,4,1,3,1,2,"4","3",2,24.018,1.5,14.496,43,15.3115047064701,9.41001056710475,8.70400465348304
850,1,3,1,1,2,2,"4","3",2,24.018,1.5,14.496,33,15.3115047064701,9.41001056710475,8.70400465348304
446.8,1,0,1,1,2,1,"4","3",2,24.018,1.5,14.496,16,15.3115047064701,9.41001056710475,8.70400465348304
321.4,1,0,1,1,2,1,"4","3",2,24.018,1.5,14.496,28,15.3115047064701,9.41001056710475,8.70400465348304
909.95,1,0,1,1,2,1,"4","3",2,24.018,1.5,14.496,28,15.3115047064701,9.41001056710475,8.70400465348304
171.8,1,0,1,1,2,1,"4","3",2,24.018,1.5,14.496,49,15.3115047064701,9.41001056710475,8.70400465348304
86.8,2,0,1,3,1,2,"4","3",2,24.018,1.5,14.496,42,15.3115047064701,9.41001056710475,8.70400465348304
86.8,1,0,1,1,2,1,"4","3",2,24.018,1.5,14.496,42,15.3115047064701,9.41001056710475,8.70400465348304
216.76,1,0,1,1,2,1,"4","3",2,24.018,1.5,14.496,27,15.3115047064701,9.41001056710475,8.70400465348304
113.46,1,0,1,1,2,1,"4","3",2,24.018,1.5,14.496,21,15.3115047064701,9.41001056710475,8.70400465348304
191.76,1,0,1,1,2,1,"4","3",2,24.018,1.5,14.496,50,15.3115047064701,9.41001056710475,8.70400465348304
86.8,1,0,1,1,2,1,"4","3",2,24.018,1.5,14.496,44,15.3115047064701,9.41001056710475,8.70400465348304
409.2,1,1,1,3,1,1,"4","3",2,24.018,1.5,14.496,40,15.3115047064701,9.41001056710475,8.70400465348304
120,1,0,1,1,2,1,"4","3",2,31.067,1.431,12.404,46,15.8669383531889,9.81950793874085,9.10564630086152
91.76,1,0,1,1,2,1,"4","3",2,31.067,1.431,12.404,22,15.8669383531889,9.81950793874085,9.10564630086152
500,1,0,1,1,2,1,"4","3",2,31.067,1.431,12.404,33,15.8669383531889,9.81950793874085,9.10564630086152
621.4,2,0,1,1,2,1,"4","3",2,23.286,1.774,17.02,23,15.1818361129811,9.74507781578849,9.12052506765382
150.88,1,0,1,1,2,1,"4","3",2,23.286,1.774,17.02,18,15.1818361129811,9.74507781578849,9.12052506765382
291.76,1,5,1,1,2,1,"4","3",2,23.286,1.774,17.02,41,15.1818361129811,9.74507781578849,9.12052506765382
263.76,1,0,1,1,1,1,"4","3",2,23.286,1.774,17.02,34,15.1818361129811,9.74507781578849,9.12052506765382
86.8,1,0,1,1,2,1,"4","3",2,23.286,1.774,17.02,13,15.1818361129811,9.74507781578849,9.12052506765382
143.64,1,5,1,3,2,1,"4","3",2,23.286,1.774,17.02,17,15.1818361129811,9.74507781578849,9.12052506765382
299.22,1,0,1,1,2,1,"4","3",2,23.286,1.774,17.02,41,15.1818361129811,9.74507781578849,9.12052506765382
340,1,0,1,1,2,1,"4","3",2,23.286,1.774,17.02,18,15.1818361129811,9.74507781578849,9.12052506765382
300,2,0,1,3,1,3,"5","3",2,8.742,1.467,13.935,47,14.0311871004273,9.19755903761145,8.85152027169106
191.76,1,6,1,1,2,1,"5","3",2,8.742,1.467,13.935,35,14.0311871004273,9.19755903761145,8.85152027169106
2170.62,1,0,1,1,2,1,"5","3",2,8.742,1.467,13.935,53,14.0311871004273,9.19755903761145,8.85152027169106
441.06,2,0,1,1,2,1,"5","3",2,8.742,1.467,13.935,30,14.0311871004273,9.19755903761145,8.85152027169106
800.65,1,4,2,3,1,1,"5","3",2,8.742,1.467,13.935,16,14.0311871004273,9.19755903761145,8.85152027169106
50,1,4,2,3,1,1,"5","3",2,8.742,1.467,13.935,16,14.0311871004273,9.19755903761145,8.85152027169106
91.76,1,0,1,1,2,1,"5","2",2,18.913,1.475,13.217,61,13.7141155027983,8.34379173199684,6.74405918631135
142.05,1,0,1,1,2,1,"5","2",2,18.913,1.475,13.217,42,13.7141155027983,8.34379173199684,6.74405918631135
86.8,1,0,1,1,2,1,"5","2",2,18.913,1.475,13.217,51,13.7141155027983,8.34379173199684,6.74405918631135
451.53,2,0,1,1,1,1,"5","2",2,18.913,1.475,13.217,53,13.7141155027983,8.34379173199684,6.74405918631135
1000,1,4,1,3,1,1,"4","3",2,5.194,0.554,5.226,58,14.0613568409293,8.91476052739726,8.14757773620177
341.76,1,0,1,1,2,1,"4","3",2,5.194,0.554,5.226,34,14.0613568409293,8.91476052739726,8.14757773620177
1105.78,1,0,1,1,2,1,"4","3",2,5.194,0.554,5.226,49,14.0613568409293,8.91476052739726,8.14757773620177
91.76,1,0,1,1,1,1,"4","3",2,5.194,0.554,5.226,46,14.0613568409293,8.91476052739726,8.14757773620177
243.8,1,0,1,1,2,1,"5","2",2,14.231,0.714,6.346,40,13.7886356408787,8.81254577017224,6.02102334934953
208.42,1,2,1,1,2,1,"5","2",2,14.231,0.714,6.346,42,13.7886356408787,8.81254577017224,6.02102334934953
8593.49,1,2,1,1,1,1,"3","2",2,74.891,5.509,51.798,13,16.9037783473184,10.6240553286721,10.6240553286721
4500,1,2,1,1,1,1,"3","2",2,74.891,5.509,51.798,26,16.9037783473184,10.6240553286721,10.6240553286721
295,1,0,1,1,2,1,"4","2",2,4.652,0.575,4.783,53,13.8056026362118,8.65990729361541,7.97177612288063
9355.73,2,1,1,3,1,2,"4","3",2,11,1.261,12.1,62,12.7253276420986,8.08209327817838,7.12689080889881
91.76,1,1,1,1,2,1,"5","2",2,22.273,2.515,24.045,50,13.7434816538193,8.99342737041261,8.47031120551611
86.8,1,0,1,1,2,1,"5","2",2,22.273,2.515,24.045,22,13.7434816538193,8.99342737041261,8.47031120551611
573.1,1,0,1,1,2,1,"5","2",2,22.273,2.515,24.045,15,13.7434816538193,8.99342737041261,8.47031120551611
336.8,1,0,1,1,2,1,"5","2",2,22.273,2.515,24.045,15,13.7434816538193,8.99342737041261,8.47031120551611
1000,1,4,1,3,1,2,"5","2",2,22.455,2.353,24.182,62,13.002903937367,8.46505743699571,7.8188324438034
356.8,1,0,1,1,2,1,"5","2",2,22.455,2.353,24.182,48,13.002903937367,8.46505743699571,7.8188324438034
86.1,1,0,1,3,2,1,"5","3",2,16.25,1.262,13.125,53,12.7192255590553,8.02715010683277,7.2283884515736
859.85,1,0,1,3,1,1,"5","3",2,16.25,1.262,13.125,51,12.7192255590553,8.02715010683277,7.2283884515736
501.2,1,0,1,1,2,1,"5","3",2,25.333,2.004,19.778,49,12.8000870996546,8.10621290261996,7.34729970074316
591.2,1,0,1,1,2,1,"5","3",2,25.333,2.004,19.778,49,12.8000870996546,8.10621290261996,7.34729970074316
1811.63,1,4,1,3,2,2,"5","3",2,25.333,2.004,19.778,57,12.8000870996546,8.10621290261996,7.34729970074316
1329.63,1,8,1,3,1,1,"5","3",2,25.333,2.004,19.778,53,12.8000870996546,8.10621290261996,7.34729970074316
847.45,2,0,1,1,2,1,"5","3",2,25.333,2.004,19.778,62,12.8000870996546,8.10621290261996,7.34729970074316
91.76,1,4,1,1,1,1,"4","3",2,28.182,3.294,28,32,13.1297956892216,8.54811029405096,7.83557924666997
1186.04,1,4,1,1,2,2,"4","3",2,28.182,3.294,28,61,13.1297956892216,8.54811029405096,7.83557924666997
288.41,1,0,1,1,2,1,"4","3",2,28.182,3.294,28,45,13.1297956892216,8.54811029405096,7.83557924666997
161.2,1,4,1,3,1,1,"4","2",2,20.2,3.614,30.1,33,13.5393406323994,8.38548870041881,7.68478394352278
542.25,1,0,2,3,1,1,"4","2",2,20.2,3.614,30.1,49,13.5393406323994,8.38548870041881,7.68478394352278
91.76,1,0,1,1,2,1,"5","3",2,13.548,1.696,15.762,44,14.296573432693,8.88377886146348,8.4252971767117
656,1,0,1,1,1,1,"4","3",2,54.739,4.791,45.151,49,17.4565449499092,11.0900038752126,10.9773801449138
779.95,1,0,1,1,1,1,"4","3",2,54.739,4.791,45.151,50,17.4565449499092,11.0900038752126,10.9773801449138
135.3,1,0,1,3,1,1,"4","3",2,54.739,4.791,45.151,36,17.4565449499092,11.0900038752126,10.9773801449138
2958.05,2,0,1,3,1,1,"4","3",2,54.739,4.791,45.151,52,17.4565449499092,11.0900038752126,10.9773801449138
136.4,1,0,1,1,2,1,"4","3",2,54.739,4.791,45.151,25,17.4565449499092,11.0900038752126,10.9773801449138
199.73,1,2,1,1,1,1,"3","2",2,149.848,5.372,50.753,37,18.676294343096,11.447415805764,10.6681178347179
1340.65,1,3,2,2,1,1,"3","2",2,129.159,5.159,48.864,16,18.4963898721428,11.1023824862715,10.2050725301569
4112.7,1,2,2,3,1,1,"3","2",2,129.159,5.159,48.864,17,18.4963898721428,11.1023824862715,10.2050725301569
850,1,4,1,1,2,1,"3","2",2,129.159,5.159,48.864,43,18.4963898721428,11.1023824862715,10.2050725301569
109.95,1,0,1,1,2,1,"3","2",2,129.159,5.159,48.864,29,18.4963898721428,11.1023824862715,10.2050725301569
2729.54,1,2,1,1,1,1,"3","2",2,207.449,7.017,65.465,15,17.4281162617037,10.3708627304282,9.19725513242753
1301.76,1,0,1,1,2,1,"3","2",2,207.449,7.017,65.465,15,17.4281162617037,10.3708627304282,9.19725513242753
270.88,1,2,1,1,2,1,"4","2",2,18.198,3.199,27.548,22,15.4477032065185,10.0431625346086,9.2471543450989
2943.86,1,0,1,3,1,1,"4","2",2,18.198,3.199,27.548,32,15.4477032065185,10.0431625346086,9.2471543450989
536.1,2,0,1,1,1,1,"3","2",2,164.278,5.212,49.114,13,18.8419394736292,11.1655358500562,10.5534662376947
627.93,1,1,1,1,1,3,"3","2",2,143.607,3.38,31.799,32,17.4928286614793,10.4864849895951,8.98293776374159
476.21,1,2,1,1,2,1,"3","2",2,143.607,3.38,31.799,18,17.4928286614793,10.4864849895951,8.98293776374159
1574.8,1,0,1,1,1,2,"3","2",2,143.607,3.38,31.799,17,17.4928286614793,10.4864849895951,8.98293776374159
472.2,1,2,1,1,1,3,"3","2",2,143.607,3.38,31.799,31,17.4928286614793,10.4864849895951,8.98293776374159
3748.75,1,2,1,1,1,3,"3","2",2,143.607,3.38,31.799,31,17.4928286614793,10.4864849895951,8.98293776374159
281.76,1,0,1,1,1,1,"3","2",2,143.607,3.38,31.799,30,17.4928286614793,10.4864849895951,8.98293776374159
161.2,1,2,1,1,1,1,"3","2",2,143.607,3.38,31.799,32,17.4928286614793,10.4864849895951,8.98293776374159
206.46,1,1,1,3,1,1,"2","2",2,150.116,6.109,57.94,37,18.0060178758385,10.7609620265177,9.11471014096093
186,1,1,1,3,1,1,"2","2",2,496.403,7.907,73.659,20,19.6687066904541,12.087058227033,10.3746779772614
600,1,2,1,1,1,3,"2","2",2,496.403,7.907,73.659,58,19.6687066904541,12.087058227033,10.3746779772614
917.44,1,1,2,1,1,1,"2","2",2,496.403,7.907,73.659,50,19.6687066904541,12.087058227033,10.3746779772614
86.8,1,0,1,1,2,1,"3","2",2,83.429,5.388,49.686,49,17.5827219187043,10.6602196747212,10.1330504556525
110,1,0,1,1,2,1,"3","2",2,83.429,5.388,49.686,22,17.5827219187043,10.6602196747212,10.1330504556525
201.76,1,0,1,1,1,1,"3","2",2,83.429,5.388,49.686,22,17.5827219187043,10.6602196747212,10.1330504556525
415.96,1,3,1,3,1,1,"3","2",2,83.429,5.388,49.686,51,17.5827219187043,10.6602196747212,10.1330504556525
561.2,1,3,1,1,2,1,"3","2",2,83.429,5.388,49.686,19,17.5827219187043,10.6602196747212,10.1330504556525
566.46,1,1,2,1,1,1,"3","2",2,83.429,5.388,49.686,43,17.5827219187043,10.6602196747212,10.1330504556525
911.43,1,0,1,1,1,1,"3","2",2,83.429,5.388,49.686,18,17.5827219187043,10.6602196747212,10.1330504556525
466.41,1,2,1,1,2,1,"3","2",2,83.429,5.388,49.686,23,17.5827219187043,10.6602196747212,10.1330504556525
91.76,1,2,1,1,1,1,"3","2",2,362.513,5.672,53.476,21,18.9365783056679,11.1290408146454,9.72364292561707
2969.87,1,2,1,1,1,1,"3","2",2,362.513,5.672,53.476,21,18.9365783056679,11.1290408146454,9.72364292561707
5000,1,1,1,1,1,3,"3","2",2,362.513,5.672,53.476,15,18.9365783056679,11.1290408146454,9.72364292561707
446.76,1,0,2,1,1,1,"3","2",2,362.513,5.672,53.476,40,18.9365783056679,11.1290408146454,9.72364292561707
491.76,1,0,2,1,1,1,"3","2",2,362.513,5.672,53.476,40,18.9365783056679,11.1290408146454,9.72364292561707
315.83,1,0,1,1,1,1,"3","2",2,362.513,5.672,53.476,42,18.9365783056679,11.1290408146454,9.72364292561707
243.9,1,1,1,1,1,3,"3","2",2,362.513,5.672,53.476,36,18.9365783056679,11.1290408146454,9.72364292561707
2649.7,2,1,1,3,1,1,"3","2",2,362.513,5.672,53.476,40,18.9365783056679,11.1290408146454,9.72364292561707
276.76,2,1,2,1,2,1,"3","2",2,100.256,3.865,35.17,33,18.0821205470584,10.851373846,9.83472679696534
135,2,0,2,1,1,1,"3","2",2,100.256,3.865,35.17,38,18.0821205470584,10.851373846,9.83472679696534
1166.45,1,0,1,1,2,1,"3","2",2,100.256,3.865,35.17,44,18.0821205470584,10.851373846,9.83472679696534
305.78,1,0,1,1,2,1,"3","2",2,100.256,3.865,35.17,42,18.0821205470584,10.851373846,9.83472679696534
259,2,0,1,1,1,1,"3","2",2,100.256,3.865,35.17,42,18.0821205470584,10.851373846,9.83472679696534
271.76,1,0,1,1,1,1,"3","2",2,100.256,3.865,35.17,37,18.0821205470584,10.851373846,9.83472679696534
8727.6,1,0,1,1,1,1,"3","2",2,100.256,3.865,35.17,44,18.0821205470584,10.851373846,9.83472679696534
3091.76,1,1,1,1,1,1,"3","2",2,100.256,3.865,35.17,48,18.0821205470584,10.851373846,9.83472679696534
431.24,1,0,1,1,1,1,"3","2",2,100.256,3.865,35.17,41,18.0821205470584,10.851373846,9.83472679696534
281.85,1,2,1,1,1,3,"4","2",2,52.364,2.718,24.829,39,16.9098016832145,10.2289349526583,9.3729692954244
161.2,1,1,1,3,1,1,"4","2",2,52.364,2.718,24.829,12,16.9098016832145,10.2289349526583,9.3729692954244
294.08,1,0,1,1,1,1,"4","2",2,52.364,2.718,24.829,32,16.9098016832145,10.2289349526583,9.3729692954244
2839.16,2,3,1,3,1,1,"4","2",2,52.364,2.718,24.829,37,16.9098016832145,10.2289349526583,9.3729692954244
891.76,1,5,2,1,1,1,"4","2",2,52.364,2.718,24.829,43,16.9098016832145,10.2289349526583,9.3729692954244
4008.93,1,1,1,1,1,1,"3","2",2,296.824,7.165,66.008,44,19.5988918725685,11.601677825568,10.6586701240155
3645.92,1,1,1,1,1,1,"3","2",2,296.824,7.165,66.008,44,19.5988918725685,11.601677825568,10.6586701240155
1136.8,1,1,1,3,1,1,"3","2",2,296.824,7.165,66.008,44,19.5988918725685,11.601677825568,10.6586701240155
288.8,1,0,1,1,1,1,"3","2",2,296.824,7.165,66.008,44,19.5988918725685,11.601677825568,10.6586701240155
1758.63,1,1,1,1,1,2,"3","2",2,296.824,7.165,66.008,40,19.5988918725685,11.601677825568,10.6586701240155
994.68,1,2,1,1,1,1,"3","2",2,296.824,7.165,66.008,26,19.5988918725685,11.601677825568,10.6586701240155
847.31,1,2,1,1,1,2,"3","2",2,296.824,7.165,66.008,32,19.5988918725685,11.601677825568,10.6586701240155
1100.02,1,0,1,1,1,1,"3","2",2,296.824,7.165,66.008,49,19.5988918725685,11.601677825568,10.6586701240155
521.08,1,0,1,1,1,1,"3","2",2,296.824,7.165,66.008,49,19.5988918725685,11.601677825568,10.6586701240155
120,1,0,1,1,2,1,"4","2",2,26.202,1.362,12.15,40,16.7692952037105,10.6151129543418,9.86427883931085
2419.67,1,0,1,3,1,1,"3","2",2,175.592,4.452,42.097,43,18.51591843022,10.9999642290738,8.83579236650274
985.81,1,2,2,1,2,1,"3","2",2,175.592,4.452,42.097,24,18.51591843022,10.9999642290738,8.83579236650274
2426,1,3,1,1,1,1,"3","2",2,175.592,4.452,42.097,21,18.51591843022,10.9999642290738,8.83579236650274
200,1,0,1,1,2,1,"3","2",2,175.592,4.452,42.097,17,18.51591843022,10.9999642290738,8.83579236650274
1731.68,1,4,1,1,1,3,"3","3",2,78.342,3.681,33.321,49,17.5595411877628,10.8514319782121,10.5002339588097
852.22,1,2,1,1,1,1,"3","2",2,280.556,5.921,54.359,34,18.1676399921464,11.0936757846914,8.38571682862785
513.51,1,0,1,1,2,2,"3","2",2,206.216,5.603,53.168,14,17.9331547467619,11.4333626421335,8.72339402200014
871.52,2,0,1,3,1,1,"3","2",2,206.216,5.603,53.168,57,17.9331547467619,11.4333626421335,8.72339402200014
1501,1,1,2,1,1,1,"3","2",2,206.216,5.603,53.168,18,17.9331547467619,11.4333626421335,8.72339402200014
1321.09,1,0,1,3,1,3,"1","1",2,798.406,13.12,125.642,43,18.4341784881593,10.9595054435718,9.29293367028004
225.95,2,0,1,1,1,1,"4","2",2,22.274,0.838,7.97,14,16.0491532067713,9.70173849807608,8.31898612539206
2117.78,1,0,1,3,1,2,"3","2",2,295.957,6.312,58.536,62,18.8914233813143,11.5871884251127,10.1792235539695
412.55,1,1,1,3,1,2,"3","2",2,295.957,6.312,58.536,42,18.8914233813143,11.5871884251127,10.1792235539695
320,2,0,1,1,2,1,"4","2",2,124.891,4.804,44.985,35,17.744042419233,10.7846483924265,9.56444200779579
3456.2,2,1,2,3,1,1,"4","2",2,124.891,4.804,44.985,20,17.744042419233,10.7846483924265,9.56444200779579
1033.83,1,4,1,3,1,1,"2","2",2,325.77,9.799,91.223,41,19.0097031061771,11.5519634691255,11.1830037269106
1641.12,1,0,1,1,2,1,"2","2",2,325.77,9.799,91.223,49,19.0097031061771,11.5519634691255,11.1830037269106
2298.99,1,2,1,1,1,1,"2","2",2,325.77,9.799,91.223,9,19.0097031061771,11.5519634691255,11.1830037269106
238.74,2,1,2,3,1,1,"2","2",2,325.77,9.799,91.223,15,19.0097031061771,11.5519634691255,11.1830037269106
2490.22,1,4,1,3,1,1,"2","2",2,325.77,9.799,91.223,55,19.0097031061771,11.5519634691255,11.1830037269106
687.1,1,0,1,3,1,1,"2","2",2,325.77,9.799,91.223,62,19.0097031061771,11.5519634691255,11.1830037269106
464.43,1,0,1,1,1,1,"3","3",2,109.643,4.196,39.578,19,18.2995450632069,10.9015241562606,9.76675102896266
1598.54,2,2,1,1,1,1,"3","3",2,109.643,4.196,39.578,16,18.2995450632069,10.9015241562606,9.76675102896266
91.76,1,2,1,3,1,1,"2","1",2,356.683,7.764,73.636,62,20.1982200542718,12.1216633347734,9.26359673827661
250,1,1,2,2,1,1,"2","1",2,356.683,7.764,73.636,33,20.1982200542718,12.1216633347734,9.26359673827661
2019.17,1,0,1,1,1,1,"2","1",2,356.683,7.764,73.636,38,20.1982200542718,12.1216633347734,9.26359673827661
243.54,1,1,1,3,1,1,"2","1",2,356.683,7.764,73.636,31,20.1982200542718,12.1216633347734,9.26359673827661
600,1,0,1,1,1,1,"3","2",2,234.001,7.033,64.965,20,19.3368653141916,11.906412454319,11.5042781847777
6682.59,1,1,1,1,1,1,"3","2",2,234.001,7.033,64.965,37,19.3368653141916,11.906412454319,11.5042781847777
2586.83,1,0,1,1,1,1,"3","2",2,234.001,7.033,64.965,14,19.3368653141916,11.906412454319,11.5042781847777
405.71,1,0,1,3,1,1,"3","2",2,234.001,7.033,64.965,31,19.3368653141916,11.906412454319,11.5042781847777
1096.4,1,0,1,3,1,1,"1","1",2,715.029,10.575,100.234,21,20.0462248248949,11.9923594879451,11.0251162530067
30,1,0,1,3,1,1,"1","1",2,715.029,10.575,100.234,17,20.0462248248949,11.9923594879451,11.0251162530067
673.72,1,0,1,1,1,1,"1","1",2,715.029,10.575,100.234,13,20.0462248248949,11.9923594879451,11.0251162530067
1565.06,1,1,1,3,1,2,"2","1",2,361.256,12.517,119.338,29,18.1817305355579,10.7752410636425,9.76989901542175
750,1,1,1,3,1,2,"2","1",2,361.256,12.517,119.338,29,18.1817305355579,10.7752410636425,9.76989901542175
1623.96,1,1,1,3,1,2,"2","1",2,259.154,10.305,97.34,35,18.5645970623364,11.3999919015923,11.25249532887
150.66,1,2,1,3,1,1,"2","1",2,267.903,7.277,69.811,43,19.3532015251373,11.6468267891616,10.5591924376202
506.67,1,1,2,1,1,1,"3","2",2,209.13,4.081,38.089,3,19.1673735539878,11.612345370091,10.8136797259484
65,1,2,1,1,1,2,"3","2",2,86.756,4.425,40.647,22,18.379954349029,11.5102518941628,11.2311194280906
1406.57,1,0,1,1,1,1,"3","3",2,340.997,8.003,74.583,25,19.1635434033032,11.8443995171666,10.2204128434576
529.77,1,4,1,3,1,1,"3","3",2,340.997,8.003,74.583,42,19.1635434033032,11.8443995171666,10.2204128434576
1946,1,2,1,1,2,1,"3","3",2,340.997,8.003,74.583,43,19.1635434033032,11.8443995171666,10.2204128434576
994.52,1,0,1,1,1,1,"3","3",2,340.997,8.003,74.583,31,19.1635434033032,11.8443995171666,10.2204128434576
278.26,1,3,2,1,1,1,"3","3",2,340.997,8.003,74.583,8,19.1635434033032,11.8443995171666,10.2204128434576
379.22,1,0,1,1,1,1,"3","2",2,228.6,4.071,37.725,54,18.6875748638845,11.2343484817671,10.4218050420604
391.2,1,0,1,1,2,1,"2","2",2,433.446,8.711,82.168,41,19.181618933385,11.3756269857765,9.98322252055498
405.18,1,1,1,3,1,1,"2","2",2,433.446,8.711,82.168,54,19.181618933385,11.3756269857765,9.98322252055498
425,1,2,1,1,1,1,"4","3",2,82.45,3.592,33.572,13,17.6100212685824,10.6848974102164,9.60285532090872
167.4,1,0,1,1,2,1,"1","1",2,1111.703,15.22,145.103,21,18.701356162031,11.2353785247766,8.27792025817214
1608.48,1,2,1,1,1,1,"2","2",2,578.821,12.098,115.552,17,19.627208638254,11.4551480360506,10.0463750400847
3344.69,1,4,1,1,1,1,"2","2",2,578.821,12.098,115.552,14,19.627208638254,11.4551480360506,10.0463750400847
