"Avg_Cost","SubItemType_C","nrOfFloors","Construction_Material_C","Item_Type_C","FloorsType_C","Floors_No","floodvulnerability","windvulnerability","postcode_coast_flg","postcode_alt_mean","postcode_slo_mean","postcode_rgh_mean","Building_Age","log_postcode_area","log_postcode_perimeter","log_postcode_coast_len"
3942.29,1,3,1,3,1,1,"3","2",2,81.278,3.567,33.392,35,17.5302649498369,10.4415586251923,9.41009246383302
414.97,1,2,1,3,1,3,"3","2",2,81.278,3.567,33.392,19,17.5302649498369,10.4415586251923,9.41009246383302
1016.26,1,2,1,1,1,1,"3","2",2,81.278,3.567,33.392,13,17.5302649498369,10.4415586251923,9.41009246383302
2435.74,2,2,1,3,1,1,"3","2",2,81.278,3.567,33.392,35,17.5302649498369,10.4415586251923,9.41009246383302
661.2,1,0,1,1,1,1,"3","2",2,81.278,3.567,33.392,17,17.5302649498369,10.4415586251923,9.41009246383302
750,1,2,1,3,1,1,"3","3",2,418.144,7.262,67.255,29,19.5209503518413,12.0140946147029,11.207432380639
1264.65,1,0,1,3,1,1,"3","3",2,418.144,7.262,67.255,7,19.5209503518413,12.0140946147029,11.207432380639
1707.94,1,2,2,1,1,1,"3","3",2,418.144,7.262,67.255,72,19.5209503518413,12.0140946147029,11.207432380639
410.65,1,0,1,3,1,1,"3","3",2,418.144,7.262,67.255,7,19.5209503518413,12.0140946147029,11.207432380639
10000,2,2,2,3,1,1,"3","3",2,418.144,7.262,67.255,19,19.5209503518413,12.0140946147029,11.207432380639
332.94,1,1,1,3,1,3,"3","3",2,418.144,7.262,67.255,33,19.5209503518413,12.0140946147029,11.207432380639
349.27,1,2,1,3,1,3,"3","3",2,418.144,7.262,67.255,32,19.5209503518413,12.0140946147029,11.207432380639
1629.26,1,0,1,3,1,1,"3","3",2,418.144,7.262,67.255,60,19.5209503518413,12.0140946147029,11.207432380639
638.15,1,2,1,3,1,1,"3","3",2,418.144,7.262,67.255,40,19.5209503518413,12.0140946147029,11.207432380639
886.59,1,1,1,3,1,1,"3","3",2,418.144,7.262,67.255,29,19.5209503518413,12.0140946147029,11.207432380639
2290.62,1,0,1,3,1,1,"3","3",2,418.144,7.262,67.255,22,19.5209503518413,12.0140946147029,11.207432380639
697.5,1,2,1,3,1,1,"3","3",2,418.144,7.262,67.255,46,19.5209503518413,12.0140946147029,11.207432380639
409.53,1,2,1,3,1,1,"3","3",2,418.144,7.262,67.255,24,19.5209503518413,12.0140946147029,11.207432380639
1836.03,1,3,1,1,1,3,"3","3",2,418.144,7.262,67.255,19,19.5209503518413,12.0140946147029,11.207432380639
945.81,1,3,1,1,1,3,"3","3",2,418.144,7.262,67.255,19,19.5209503518413,12.0140946147029,11.207432380639
809.81,1,0,1,3,1,2,"3","3",2,418.144,7.262,67.255,6,19.5209503518413,12.0140946147029,11.207432380639
2195.32,1,0,1,3,1,1,"3","3",2,418.144,7.262,67.255,7,19.5209503518413,12.0140946147029,11.207432380639
2022.63,1,0,1,3,1,1,"3","3",2,418.144,7.262,67.255,38,19.5209503518413,12.0140946147029,11.207432380639
2018.61,1,4,1,3,1,4,"3","3",2,418.144,7.262,67.255,18,19.5209503518413,12.0140946147029,11.207432380639
500,1,0,1,3,1,1,"3","3",2,418.144,7.262,67.255,19,19.5209503518413,12.0140946147029,11.207432380639
1182.5,1,0,1,1,2,1,"3","3",2,418.144,7.262,67.255,12,19.5209503518413,12.0140946147029,11.207432380639
1979.27,1,6,1,3,1,1,"4","3",2,28.89,1.425,13.659,34,15.1270886465687,9.49077121771377,8.20056279700856
1121.53,1,0,1,3,1,1,"4","3",2,17.476,1.18,11,31,13.595581833552,8.86827250899781,8.3986348552921
1388.8,2,0,1,3,1,1,"4","3",2,17.476,1.18,11,31,13.595581833552,8.86827250899781,8.3986348552921
1370.98,1,0,1,3,1,1,"4","3",2,17.476,1.18,11,34,13.595581833552,8.86827250899781,8.3986348552921
1254.38,2,0,1,3,1,1,"4","3",2,17.476,1.18,11,34,13.595581833552,8.86827250899781,8.3986348552921
4455.03,1,3,2,3,1,1,"4","3",2,17.476,1.18,11,62,13.595581833552,8.86827250899781,8.3986348552921
1024.08,1,4,1,3,1,3,"4","3",2,17.476,1.18,11,24,13.595581833552,8.86827250899781,8.3986348552921
4389.41,1,3,1,3,1,1,"4","3",2,17.476,1.18,11,52,13.595581833552,8.86827250899781,8.3986348552921
132.06,1,3,1,3,1,1,"3","3",2,132.604,9.782,87.559,16,15.8869917499644,10.1539349383777,9.4407375520017
225.77,1,0,1,3,1,1,"3","2",2,203.902,9.012,83.994,15,18.8056977268754,11.7782545607478,11.4592398375504
258.1,1,1,1,3,1,1,"3","2",2,203.902,9.012,83.994,15,18.8056977268754,11.7782545607478,11.4592398375504
215.81,1,2,1,3,1,2,"2","1",2,348.035,6.622,62.155,21,18.9053706253169,11.3609856726624,10.0453776635357
138.38,1,0,1,1,1,2,"2","1",2,348.035,6.622,62.155,17,18.9053706253169,11.3609856726624,10.0453776635357
687.9,1,0,1,1,1,2,"2","1",2,348.035,6.622,62.155,17,18.9053706253169,11.3609856726624,10.0453776635357
5379.77,1,1,1,3,1,1,"2","1",2,449.276,11.482,108.15,4,19.3210977685262,11.5640082371995,10.3123136727765
1076.39,1,1,1,3,1,1,"2","1",2,449.276,11.482,108.15,4,19.3210977685262,11.5640082371995,10.3123136727765
8284.09,1,2,1,3,1,1,"2","1",2,97.349,7.419,68.003,36,16.2991640895942,9.84022821289694,9.00650913169435
1193.25,1,0,1,3,1,1,"2","1",2,97.349,7.419,68.003,27,16.2991640895942,9.84022821289694,9.00650913169435
6383.32,1,6,1,2,1,1,"3","2",2,165.46,7.631,73.694,21,17.9230410195187,11.1699843502004,10.5588549812592
1450.48,1,2,1,3,1,1,"3","2",2,165.46,7.631,73.694,13,17.9230410195187,11.1699843502004,10.5588549812592
250,2,2,1,1,1,1,"2","1",2,374.269,11.676,108.946,22,18.4888434242593,11.1504048971874,10.4745235947011
522.29,1,1,1,1,1,1,"2","1",2,374.269,11.676,108.946,9,18.4888434242593,11.1504048971874,10.4745235947011
320.19,1,1,1,1,1,1,"2","1",2,374.269,11.676,108.946,39,18.4888434242593,11.1504048971874,10.4745235947011
6555.9,2,2,2,3,1,1,"3","3",2,327.763,5.886,55.101,67,19.3756285378507,11.4206785884578,10.4556758246428
219.03,1,0,1,1,2,1,"3","3",2,327.763,5.886,55.101,14,19.3756285378507,11.4206785884578,10.4556758246428
111.6,1,0,1,1,2,1,"3","3",2,327.763,5.886,55.101,41,19.3756285378507,11.4206785884578,10.4556758246428
4971.9,1,0,1,3,1,1,"3","3",2,327.763,5.886,55.101,25,19.3756285378507,11.4206785884578,10.4556758246428
1256.4,1,1,1,3,1,1,"3","3",2,327.763,5.886,55.101,44,19.3756285378507,11.4206785884578,10.4556758246428
271.1,1,0,1,3,1,1,"3","3",2,327.763,5.886,55.101,12,19.3756285378507,11.4206785884578,10.4556758246428
473.71,1,2,1,3,1,1,"3","3",2,327.763,5.886,55.101,41,19.3756285378507,11.4206785884578,10.4556758246428
842.24,1,2,1,3,2,2,"3","3",2,327.763,5.886,55.101,62,19.3756285378507,11.4206785884578,10.4556758246428
1389.02,1,4,1,3,1,2,"3","3",2,327.763,5.886,55.101,45,19.3756285378507,11.4206785884578,10.4556758246428
355.09,1,1,1,3,1,1,"3","3",2,327.763,5.886,55.101,40,19.3756285378507,11.4206785884578,10.4556758246428
157.61,1,2,1,3,1,1,"3","3",2,327.763,5.886,55.101,30,19.3756285378507,11.4206785884578,10.4556758246428
207.82,2,2,1,3,1,1,"3","3",2,327.763,5.886,55.101,30,19.3756285378507,11.4206785884578,10.4556758246428
2671.75,1,1,1,3,1,1,"3","3",2,327.763,5.886,55.101,40,19.3756285378507,11.4206785884578,10.4556758246428
